Year,Month,Precipitation(mm),MeanTemp,MaxTemp,MinTemp
2020,7,239,72.68,79.34,66.02
2020,8,258,71.96,78.8,65.3
2020,9,118,70.16,77.18,63.32
2020,10,45,65.48,72.5,58.459999999999994
2020,11,12,61.16,70.88,51.44
2020,12,5,53.6,63.32,43.879999999999995
2021,1,5,53.24,63.5,42.8
2021,2,28,59.72,71.24000000000001,48.379999999999995
2021,3,7,65.66,78.25999999999999,52.879999999999995
2021,4,72,68.54,80.24000000000001,56.84
2021,5,86,72.32,82.58,62.24
2021,6,245,72.86,80.24000000000001,65.66
2021,7,272,72.68,79.88,65.66
2021,8,222,72.5,79.52,65.48
2021,9,102,71.78,80.24000000000001,63.32
2021,10,102,66.56,73.04,60.08
2021,11,50,59.36,67.28,51.44
2021,12,49,54.86,64.04,45.68
